id,question,choices,answerKey
Mercury_7163118,"In a laboratory activity, four different types of rock were placed in identical acid solutions for one week. Each sample was then measured to see if any of the rock mass was dissolved by the acid solution. Which is the dependent (responding) variable in this activity?","{'text': array(['the mass of each rock', 'the type of rock tested',
       'the length of time of the test', 'the amount of dissolved rock'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
OHAT_2007_8_25,Which cell structure carries out a function for a cell that is similar to the function that bark carries out for a tree?,"{'text': array(['cell wall', 'nucleus', 'chloroplast', 'mitochondrion'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_7081515,The number of squirrels in a certain ecosystem changes over time. These changes can be represented as a number of connected data points. Which method would a student most likely use to show this information?,"{'text': array(['pie chart', 'line graph', 'pictogram', 'data table'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_7133840,"Pedro shook a can of soda. When the soda was opened, foam and soda burst from the can. Which statement best explains what happened?","{'text': array(['A new substance was formed.',
       'The gas pressure was released from the can.',
       'The sugar in the soda turned into a gas.',
       'The can absorbed heat from the air.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
CSZ10053,Where is most of Earth's water located?,"{'text': array(['glaciers', 'lakes', 'oceans', 'rivers'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
Mercury_7144848,Investigations were performed to test several methods of keeping petals from falling off flowers that had been cut. Which is the most likely reason for this investigation?,"{'text': array(['to test a hypothesis', 'to form a theory',
       'to produce a scientific paper', 'to change previous results'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_7001820,"Two seismographs are placed 500 km from an active fault line, one on each side of the active fault line. During an earthquake, what most likely accounts for the different readings on the seismographs?","{'text': array(['the pull of gravity on the waves',
       'the interaction of light with waves',
       ""the differences in the strength of the waves' origins"",
       'the different media through which the waves travel'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
ACTAAP_2011_5_11,Scientists dig in a dry area at the bottom of a mountain range. Fossilized shells of freshwater mussels are found in the area. Which is a likely conclusion that scientists will draw based on this evidence?,"{'text': array(['Rivers once flowed through the area.',
       'Volcanoes were once active in the area.',
       'The ocean shoreline once reached this area.',
       'Floods were a common occurrence in this area.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_188965,An apple appears red when struck by white light. This appearance is because the red light is reflected and the other colors are absorbed. What color will this apple appear to be when struck by blue light?,"{'text': array(['black', 'blue', 'red', 'white'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
NYSEDREGENTS_2009_8_3,"In New York State, an observer will usually see the Sun rise in the","{'text': array(['north', 'south', 'east', 'west'], dtype=object), 'label': array(['1', '2', '3', '4'], dtype=object)}",3
Mercury_SC_410875,Burning coal and natural gas are ways to produce electricity. Both coal and natural gas are nonrenewable resources. Which is an example of producing electricity using a renewable source of energy?,"{'text': array(['using food pieces to make compost',
       'gliding a boat through the water using sails',
       'putting an energy-saving lightbulb in a lamp',
       'heating a home with energy collected by solar panels'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_SC_401258,"When liquid water freezes, it forms ice. What is the physical state of an ice cube?","{'text': array(['gas', 'solid', 'liquid', 'plasma'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_SC_400372,A student uses a hand lens to observe which of these objects?,"{'text': array(['a mountain', 'the Moon', 'an insect', 'bacteria'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
Mercury_405133,Which type of rock would most likely contain a fossil?,"{'text': array(['metamorphic rock', 'sedimentary rock', 'igneous rock',
       'molten rock'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_410744,Some events on Earth happen instantly while others take thousands of years to occur. Which process takes the longest time to complete?,"{'text': array(['rivers rising due to storms and floods',
       'evaporation of water from the leaves of a plant',
       'weathering of a rock to form small rocks and sand',
       'movement of small pieces of rock by flowing water'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
Mercury_405938,Where do many of the basic life functions take place in organisms?,"{'text': array(['brain', 'cells', 'heart', 'nerves'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
NYSEDREGENTS_2009_4_14,Which physical structure would best help a bear to survive a winter in New York State?,"{'text': array(['big ears', 'black nose', 'thick fur', 'brown eyes'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
Mercury_SC_402081,What is made when sugar is dissolved in water?,"{'text': array(['a colloid', 'a solution', 'a suspension', 'an evaporation'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_7093118,Gasoline for cars is produced from fossil fuels. Using gasoline can most likely lead to which environmental problem?,"{'text': array(['soil erosion', 'water pollution', 'wildlife extinction',
       'global warming'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
MCAS_2016_8_9,Which of the following is a cause of the ocean levels periodically rising and then falling?,"{'text': array(['the slight tilt of the Moon',
       'the force of gravity from the Moon',
       ""the convection within Earth's mantle"",
       'the revolution of Earth around the Sun'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_188633,A scientist is searching for areas where new solar systems might form. What feature is the scientist looking for?,"{'text': array(['a star similar to our Sun', 'a cloud of dust and gas',
       'an oxygen-rich atmosphere',
       'a gravitational acceleration of 9.8 m/sec2'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_7043750,About how often is a full moon observed from Earth's surface?,"{'text': array(['each week', 'once a month', 'every two weeks',
       'once each leap year'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_SC_LBS10945,"When animals use energy, they produce","{'text': array(['nitrogen', 'iron sulfide', 'oxygen', 'carbon dioxide'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
ACTAAP_2009_7_7,Which would provide evidence of seafloor spreading?,"{'text': array(['higher levels of salinity in the ocean water',
       'stronger currents at the surface of the ocean',
       'cooled magma found on the edge of the plates',
       'greater reproduction levels for organisms at the bottom of the ocean'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
MCAS_2000_8_5,"Mitosis occurs in living things when a cell divides to produce two cells. Compared to the original cell, how many chromosomes are in each of the resulting cells?","{'text': array(['half as many', 'the same number', 'twice as many',
       'an unpredictable number'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_7138583,Which organ directly works to protect the human body from disease?,"{'text': array(['heart', 'kidney', 'pancreas', 'skin'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
AIMS_2009_8_4,"Steven went to a farm and picked a bright red tomato from a broken branch on the plant. The tomato had a rotten spot with a worm inside of it. Instead of eating the tomato, Steven decided to plant the seeds and grow new tomato plants. Which characteristic of the tomato plant is inherited and could change over several generations?","{'text': array(['color of the skin', 'size of rotten spots',
       'length of worms inside', 'number of broken branches'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_SC_401231,Many leaves appear green because the leaves,"{'text': array(['resist green light.', 'bend all colors except green.',
       'reflect green light.', 'reflect all colors except green.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
Mercury_7271338,Which of these is the best definition of heredity?,"{'text': array(['the transfer of learning from one generation to the next',
       'the transfer of visible features from one generation to the next',
       'the passage of dominant genes from one generation to the next',
       'the passage of genetic information from one generation to the next'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
MCAS_2005_9_2-v1,Which of the following describes how a microwave oven heats food?,"{'text': array([""The oven's interior reflects heat onto the food."",
       ""The oven's interior, like a lens, focuses heat onto the food."",
       'Water molecules in the food reflect energy from microwave radiation.',
       'Water molecules in the food absorb the energy of microwave radiation.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
NYSEDREGENTS_2005_8_30,Which three systems of the human body function together to move and control body parts?,"{'text': array(['nervous, skeletal, and muscular',
       'muscular, endocrine, and excretory',
       'digestive, excretory, and reproductive',
       'circulatory, endocrine, and respiratory'], dtype=object), 'label': array(['1', '2', '3', '4'], dtype=object)}",1
Mercury_7166933,Astronomers have found evidence for the existence of a super-massive black hole in the center of the giant elliptical galaxy M87. What is thought to cause black holes to form?,"{'text': array(['the death of a low-mass star', 'the gravity of a large nebula',
       'the collapse of a high-mass star',
       'the combining of material from planets'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
